MVC medium ACP
59.035740000000004 10 0.2718443351070855 [0.2222250828708036, 0.2222250828708036, 0.0, 199999980, 0.2222250828708036, 0.2222250828708036, 124.26605141506339] [0.19926488770823136, 0.19926488770823136, 0.9999, 0.8, 0.19926488770823136, 0.19926488770823136, 0.28199155427126055]
448785.6 2 0.391441168929644 [0.2222250828708036, 0.09664853039145471, 0.2727272727272727, 100000576.8784976, 0.2222250828708036, 0.1887186669192268, 99.4077381320421] [0.19926488770823136, 0.09212495945035226, 0.7272727272727273, 0.5387942966911181, 0.19926488770823136, 0.17198057681509482, 0.25976200990794296]
58.8312 4 0.3501718519672832 [0.2222250828708036, 0.2222250828708036, 0.0, 199999980, 0.2222250828708036, 0.2222250828708036, 127.37794025141724] [0.19926488770823136, 0.19926488770823136, 0.9999, 0.8, 0.19926488770823136, 0.19926488770823136, 0.28447925014551356]
58.81335 10 0.7836544698660346 [0.2222250828708036, 0.2222250828708036, 0.0, 199999980, 0.2222250828708036, 0.2222250828708036, 127.65293678693524] [0.19926488770823136, 0.19926488770823136, 0.9999, 0.8, 0.19926488770823136, 0.19926488770823136, 0.28469637034489614]
58.91381 6 0.14795388334988147 [0.2222250828708036, 0.2222250828708036, 0.0, 199999980, 0.2222250828708036, 0.2222250828708036, 126.11255423130454] [0.19926488770823136, 0.19926488770823136, 0.9999, 0.8, 0.19926488770823136, 0.19926488770823136, 0.2834745459627205]
58.86484 5 0.6607637139497625 [0.2222250828708036, 0.2222250828708036, 0.0, 199999980, 0.2222250828708036, 0.2222250828708036, 126.86129336297171] [0.19926488770823136, 0.19926488770823136, 0.9999, 0.8, 0.19926488770823136, 0.19926488770823136, 0.2840701599594754]
58.85543 9 0.8703934223601665 [0.2222250828708036, 0.2222250828708036, 0.0, 199999980, 0.2222250828708036, 0.2222250828708036, 127.00558354705025] [0.19926488770823136, 0.19926488770823136, 0.9999, 0.8, 0.19926488770823136, 0.19926488770823136, 0.28418456670563497]
58.83526 9 0.34876679687866363 [0.2222250828708036, 0.2222250828708036, 0.0, 199999980, 0.2222250828708036, 0.2222250828708036, 127.31546742055326] [0.19926488770823136, 0.19926488770823136, 0.9999, 0.8, 0.19926488770823136, 0.19926488770823136, 0.284429864893769]
58.89695999999999 7 0.5223922504427538 [0.2222250828708036, 0.2222250828708036, 0.0, 199999980, 0.2222250828708036, 0.2222250828708036, 126.3697221239855] [0.19926488770823136, 0.19926488770823136, 0.9999, 0.8, 0.19926488770823136, 0.19926488770823136, 0.2836794888884947]
58.81631 10 0.7221996668757819 [0.2222250828708036, 0.2222250828708036, 0.0, 199999980, 0.2222250828708036, 0.2222250828708036, 127.60733885774214] [0.19926488770823136, 0.19926488770823136, 0.9999, 0.8, 0.19926488770823136, 0.19926488770823136, 0.2846603990643154]
58.85183 9 0.7053891095137124 [0.2222250828708036, 0.2222250828708036, 0.0, 199999980, 0.2222250828708036, 0.2222250828708036, 127.06077948424057] [0.19926488770823136, 0.19926488770823136, 0.9999, 0.8, 0.19926488770823136, 0.19926488770823136, 0.28422829934579597]
64.21051 2 0.5602587298292415 [0.2222250828708036, 0.16065467573468972, 0.0, 199999980, 0.2222250828708036, 0.2222250828708036, 105.54468532270968] [0.19926488770823136, 0.1484139063201867, 0.9999, 0.8, 0.19926488770823136, 0.19926488770823136, 0.265687493537506]
66.5216 2 0.5091688030215147 [0.2222250828708036, 0.16088010067548328, 0.0, 199999980, 0.2222250828708036, 0.18768043548443536, 104.73386809556797] [0.19926488770823136, 0.14860585342928934, 0.9999, 0.8, 0.19926488770823136, 0.17112045459562564, 0.2649229088691313]
59.53358 2 0.22481199759457443 [0.2222250828708036, 0.2222250828708036, 0.0, 199999980, 0.2222250828708036, 0.2222250828708036, 116.9833181617933] [0.19926488770823136, 0.19926488770823136, 0.9999, 0.8, 0.19926488770823136, 0.19926488770823136, 0.27593666782533144]
65.30142000000001 2 0.5284613225259234 [0.2222250828708036, 0.1595607889928789, 0.0, 199999980, 0.2222250828708036, 0.2222250828708036, 93.77984742477987] [0.19926488770823136, 0.1474818578980338, 0.9999, 0.8, 0.19926488770823136, 0.19926488770823136, 0.25402825696690745]

MVC hard ACP  
43.64899 8 0.213285525916145 [0.2261903810831449, 0.2261903810831449, 0.0, 199999980, 0.2261903810831449, 0.2261903810831449, 685.9338821185895] [0.20243375431485344, 0.20243375431485344, 0.9999, 0.8, 0.20243375431485344, 0.20243375431485344, 0.46064199524925]
42.76537 4 0.8545141121625087 [0.2261903810831449, 0.2261903810831449, 0.0, 199999980, 0.2261903810831449, 0.2261903810831449, 759.5598513094228] [0.20243375431485344, 0.20243375431485344, 0.9999, 0.8, 0.20243375431485344, 0.20243375431485344, 0.47156060051315596]
5e-07 2 0.13399295405188358 [128.25804505608673, 128.25804505608673, 0.0, 199999980, 128.25804505608673, 128.25804505608673, 9990.0] [0.99, 0.99, 0.9999, 0.8, 0.99, 0.99, 0.75]
5e-07 7 0.8503523909581899 [128.25804505541544, 128.25804505541544, 0.0, 199999980, 128.25804505541544, 128.25804505541544, 9990.0] [0.99, 0.99, 0.9999, 0.8, 0.99, 0.99, 0.75]
5e-07 9 0.8751064128900944 [128.25804505662447, 128.25804505662447, 0.0, 199999980, 128.25804505662447, 128.25804505662447, 9990.0] [0.99, 0.99, 0.9999, 0.8, 0.99, 0.99, 0.75]
5e-07 7 0.34556502320712507 [128.25804505491934, 128.25804505491934, 0.0, 199999980, 128.25804505491934, 128.25804505491934, 9990.0] [0.99, 0.99, 0.9999, 0.8, 0.99, 0.99, 0.75]
