MIKSC fake ACP
0.23504909999999998 7 0.5413037461401712 [999999999, 0.4161358811037546, 0.0, 199999980, 0.4478992066149849, 0.4478992066149849, 1786.2259789552234] [0.99, 0.3404093615091045, 0.9999, 0.8, 0.3610309153567549, 0.3610309153567549, 0.5635902433333156]
0.28366020000000003 8 0.5086953594707552 [999999999, 0.3807129288191418, 0.0, 199999980, 0.3849871494024472, 0.3849871494024472, 1600.8717189818258] [0.99, 0.3166259615435989, 0.9999, 0.8, 0.3195406195419477, 0.3195406195419477, 0.5517652392394171]
0.236517 5 0.35358150035497793 [999999999, 0.3654877639959772, 0.0, 199999980, 0.4819532908707677, 0.4621466085593362, 1758.3853643596058] [0.99, 0.3061418706884198, 0.9999, 0.8, 0.3824240924761301, 0.3700700199551551, 0.5618942279772324]
5e-07 8 0.8615606370244692 [2079.486189709198, 2079.486189709198, 0.0, 199999980, 2079.486189709198, 2079.486189709198, 9990.0] [0.99, 0.99, 0.9999, 0.8, 0.99, 0.99, 0.75]
0.26974349999999997 8 0.764594040012922 [999999999, 0.3880042462847804, 0.0, 199999980, 0.40434685439741874, 0.40434685439741874, 1629.6273874425733] [0.99, 0.3215905374617878, 0.9999, 0.8, 0.33258741387363155, 0.33258741387363155, 0.5536862909808655]
0.2981573 2 0.7284804342016075 [999999999, 0.3724438484746899, 0.0, 199999980, 0.3724438484746899, 0.3724438484746899, 1494.0187682463752] [0.99, 0.3109516584129889, 0.9999, 0.8, 0.3109516584129889, 0.3109516584129889, 0.544313313933417]
0.23617849999999999 9 0.856645814841508 [999999999, 0.4143479718404291, 0.0, 199999980, 0.46932618169627893, 0.42658397586322494, 1763.825639147548] [0.99, 0.33922901843781395, 0.9999, 0.8, 0.37457645183195376, 0.3472649507152582, 0.5622277319915061]
0.2719285 5 0.4683522314796934 [999999999, 0.34959213319896076, 0.0, 199999980, 0.43035534696614147, 0.40755950385517936, 1637.210403509348] [0.99, 0.29502443278212387, 0.9999, 0.8, 0.34972202064443647, 0.33472813602041107, 0.5541872691377466]
0.3104436 5 0.4421557393477754 [999999999, 0.35548664655296686, 0.0, 199999980, 0.36719186501257123, 0.36001229187646666, 1458.1150545475773] [0.99, 0.2991676974164098, 0.9999, 0.8, 0.30732326813576194, 0.30233224962747685, 0.5416900230225893]
0.2167116 6 0.8607226747615345 [999999999, 0.4524527880212873, 0.0, 199999980, 0.46692367862303047, 0.46692367862303047, 1836.2779181707187] [0.99, 0.3639338985983961, 0.9999, 0.8, 0.3730720634101081, 0.3730720634101081, 0.5665742688695501]
5e-07 6 0.6248409807578215 [2079.486189709198, 2079.486189709198, 0.0, 199999980, 2079.486189709198, 2079.486189709198, 9990.0] [0.99, 0.99, 0.9999, 0.8, 0.99, 0.99, 0.75]
0.24305670000000001 9 0.8333027229917184 [999999999, 0.4207732707567885, 0.0, 199999980, 0.43800983350067046, 0.4245167057769024, 1751.3522115383971] [0.99, 0.34346105888736567, 0.9999, 0.8, 0.3546805629230232, 0.3459141753458771, 0.5614615522559836]
0.34431039999999996 7 0.8497396684417419 [999999999, 0.3262934406076098, 0.0, 199999980, 0.3378031064926249, 0.3262934406076098, 1389.7064111682694] [0.99, 0.27840658844771904, 0.9999, 0.8, 0.28666427475489287, 0.27840658844771904, 0.5365092379587316]
0.2263279 7 0.45145896238710026 [999999999, 0.4475081014641301, 0.0, 199999980, 0.45010615711280594, 0.4475081014641301, 1819.825765844278] [0.99, 0.36078096238075197, 0.9999, 0.8, 0.3624395335491519, 0.36078096238075197, 0.5656024346546246]
0.345955 2 0.11855506163451457 [999999999, 0.3202592468429433, 0.0, 199999980, 0.34685439713962457, 0.3202592468429433, 1379.2921756400654] [0.99, 0.274039190371937, 0.9999, 0.8, 0.29309175137215926, 0.274039190371937, 0.5356983974539211]
0.3414139 3 0.10103839895556282 [999999999, 0.30631914180355346, 0.0, 199999980, 0.36381159906134763, 0.33906023019359705, 1328.8849028521227] [0.99, 0.26384835480069735, 0.9999, 0.8, 0.3049778747704125, 0.28756046257434953, 0.531685811130398]
0.3018663 3 0.2188692759524607 [999999999, 0.3581964465303386, 0.0, 199999980, 0.38895407308079116, 0.3581964465303386, 1491.6318531061622] [0.99, 0.30106424198534765, 0.9999, 0.8, 0.3222346030241876, 0.30106424198534765, 0.5441408680269099]
5e-07 9 0.5784111507606967 [2079.486189709198, 2079.486189709198, 0.0, 199999980, 2079.486189709198, 2079.486189709198, 9990.0] [0.99, 0.99, 0.9999, 0.8, 0.99, 0.99, 0.75]

5e-07 8 0.6997882490310625 [2079.486189709198, 2079.486189709198, 0.0, 199999980, 2079.486189709198, 2079.486189709198, 9990.0] [0.99, 0.99, 0.9999, 0.8, 0.99, 0.99, 0.75]
